"","time","crpval","cgrain","accrst","agcprd","bgcjprd","bgcmprd","fcacc","somtc","totsysc","aagdefac","abgdefac","strmac(2)","stdede(1)","volpac","tgzrte(1)","metabe(1,1)","struce(1,1)","petann","wdfx","nfixac","tnetmn(1)","somsc","strmac(1)","strmac(6)","fertot(1,1)","omadtot","omaetot(1)","irrtot","resp(1)","annet","aglivc","bglivcj","bglivcm","aglive(1)","bglivej(1)","bglivem(1)","egrain(1)","ermvst(1)","somte(1)","totsyse(1)","tminrl(1)","minerl(1,1)","minerl(2,1)","minerl(3,1)","minerl(4,1)","minerl(5,1)","minerl(6,1)","minerl(7,1)","minerl(8,1)","agcacc","bgcjacc","bgcmacc","eupaga(1)","cinput","fertot(2,1)","shrema","site","treatment","Exp_start","Exp_end","Tillage","Fertilizer","Res_rem"
"11",1868.83,"'SW164'",133.62,180.387,334.906,106.331,5.596,0,4550.662,4593.16,0.443,0.326,0.368,0.037677,0.27,0.003163,0.183,0.070748,72.478,0.915,0,8.321,4458.073,1.864,0.023663,0,0,0,0,386.466,59.671,0.178,0.044948,0.0035236,0.0048932,0.00077429,6.0699e-05,4.043,2.183,377.012,377.988,1.872,0.4,0.221,0.044354,0.030407,0.033444,0.020098,0.467,0.655,0,0,0,0,248.48,0,0.031379,"rosemount","NTrr2",1979,1993,"No Till",200,100
"12",1868.92,"'SW164'",133.62,180.387,334.906,106.331,5.596,0,4544.022,4585.154,0.417,0.311,0.369,0.03107,0.271,0.0057853,0.154,0.070226,74.313,0.955,0,8.442,4458.058,1.87,0.023663,0,0,0,0,394.31,60.985,0.151,0.044645,0.0035206,0.0041592,0.00076907,6.0648e-05,4.043,2.183,376.878,377.865,2.053,0.536,0.256,0.048714,0.033031,0.036943,0.020201,0.467,0.655,0,0,0,0,248.891,0,0.058052,"rosemount","NTrr2",1979,1993,"No Till",200,100
"13",1869,"'SW164'",133.62,180.387,334.906,106.331,5.596,0,4541.082,4581.675,0.389,0.291,0.37,0.02755,0.271,0.0057853,0.143,0.070237,75.09,0.973,0,8.498,4457.856,1.872,0.023663,0,0,0,0,397.79,61.632,0.151,0.044283,0.0034921,0.0041592,0.00076284,6.0156e-05,4.043,2.183,376.816,377.81,2.136,0.58,0.286,0.052367,0.035198,0.03985,0.020292,0.467,0.655,0,0,0,0,249.182,0,0.058052,"rosemount","NTrr2",1979,1993,"No Till",200,100
"14",1869.08,"'SW164'",133.62,0,334.906,106.331,5.596,0,4538.652,4578.797,0.064791,0.064066,0.00064468,0.024429,0,0,0.134,0.070269,1.102,0.335,0,0.04693,4457.595,0.0041801,0,0,0,0,0,2.875,0.839,0.151,0.043924,0.0034638,0.0041592,0.00075665,5.9668e-05,4.043,2.183,376.763,377.762,2.209,0.616,0.314,0.055932,0.037334,0.042665,0.020383,0.468,0.655,0,0,0,0,0.258,0,0,"rosemount","NTrr2",1979,1993,"No Till",200,100
"15",1869.17,"'SW164'",133.62,0,334.906,106.331,5.596,0,4536.659,4576.37,0.066404,0.063726,0.00064468,0.021661,0,0,0.126,0.070367,2.729,0.348,0,0.093985,4457.474,0.0041802,0,0,0,0,0,5.298,2.202,0.151,0.043568,0.0034357,0.0041592,0.00075052,5.9185e-05,4.043,2.183,376.712,377.715,2.244,0.613,0.344,0.059197,0.039293,0.045246,0.020462,0.468,0.655,0,0,0,0,0.487,0,0,"rosemount","NTrr2",1979,1993,"No Till",200,100
"16",1869.25,"'SW164'",133.62,0,334.906,106.331,5.596,0,4533.079,4571.98,0.087959,0.083543,0.364,0.019207,0,0,0.108,0.069697,7.2,0.384,0,0.188,4457.124,1.943,0.00035642,0,0,0,0,9.681,5.514,0.151,0.043239,0.0034303,0.0041592,0.00074486,5.9092e-05,4.043,2.183,376.611,377.621,2,0.637,0.311,0.104,0.070203,0.057846,0.035685,0.283,0.502,0,0,0,0,0.69,0,0,"rosemount","NTrr2",1979,1993,"No Till",200,100
"17",1869.33,"'SW164'",133.62,0,334.906,106.331,5.596,0,4447.39,4458.013,0.18,0.15,0.906,0,0,0,0.0038193,0.0034885,14.57,0.44,0,1.897,4397.166,7.406,0.02941,0,0,0,0,123.117,10.281,0,0,0,0,0,0,4.043,2.183,375.784,375.911,3.185,1.485,0.667,0.244,0.183,0.147,0.09495,0.129,0.236,0,0,0,0,2.475,0,0,"rosemount","NTrr2",1979,1993,"No Till",200,100
"18",1869.42,"'SW164'",133.62,0,334.906,106.331,5.596,0,4349.702,4386.789,0.292,0.247,1.096,0,0,0,0.0092716,0.0027975,24.844,0.513,0,4.17,4325.005,10.248,0.046041,0,0,0,0,222.071,17.924,15.073,10.949,0.705,0.686,0.241,0.01551,4.043,2.183,373.562,374.637,4.288,1.316,1.416,0.43,0.325,0.305,0.152,0.161,0.182,15.792,11.579,0.609,0.717,3.728,0,0,"rosemount","NTrr2",1979,1993,"No Till",200,100
"19",1869.5,"'SW164'",133.62,0,334.906,106.331,5.596,0,4325.617,4467.6,0.412,0.322,1.096,0,0,0,0.003014,0.0024735,36.775,0.598,0,5.816,4306.776,10.252,0.047012,0,0,0,0,246.66,28.835,86.708,41.274,3.928,2.957,0.915,0.087003,4.043,2.183,371.934,376.02,2.989,0.515,0.95,0.276,0.344,0.385,0.154,0.181,0.184,87.426,43.672,2.299,2.988,3.961,0,0,"rosemount","NTrr2",1979,1993,"No Till",200,100
"20",1869.58,"'SW164'",133.62,0,334.906,106.331,5.596,0,4311.521,4637.823,0.484,0.38,1.096,0,0,0,0.0020143,0.0022723,49.367,0.679,0,7.203,4295.117,10.256,0.048074,0,0,0,0,261.496,41.304,229.615,77.134,9.652,5.638,1.681,0.212,4.043,2.183,370.588,378.24,0.871,0.169,0.089272,0.020343,0.012808,0.046659,0.155,0.192,0.185,230.334,83.729,4.407,5.67,4.544,0,0,"rosemount","NTrr2",1979,1993,"No Till",200,100
"21",1869.67,"'SW164'",133.62,0,334.906,106.331,5.596,0,4298.323,4736,0.549,0.424,1.291,0,0,0,0.0017486,0.0020902,59.217,0.759,0,8.519,4283.558,13.74,0.051328,0,0,0,0,275.494,50.988,323.207,90.458,14.264,6.926,1.927,0.309,4.043,2.183,369.316,378.594,0.425,0.14,0.042433,0.012921,0.0098104,0.0090241,0.0048744,0.080607,0.125,323.926,101.432,5.339,6.957,5.243,0,0,"rosemount","NTrr2",1979,1993,"No Till",200,100
"22",1869.75,"'SW164'",145.57,196.52,364.833,109.026,5.738,0,4364.952,4408.317,0.565,0.452,1.291,0.050658,0.298,0,0.324,0.066208,66.208,0.823,0,9.308,4287.398,13.745,0.051328,0,0,0,0,309.985,57.216,0.188,0.041762,0.0027504,0.0050929,0.00071478,4.7075e-05,4.465,2.411,370.53,371.32,0.608,0.234,0.126,0.014795,0.0090312,0.011738,0.00064114,0.085567,0.125,0,0,0,0,135.62,0,0,"rosemount","NTrr2",1979,1993,"No Till",200,100
"23",1869.83,"'SW164'",145.57,196.52,364.833,109.026,5.738,0,4346.228,4384.964,0.556,0.446,1.345,0.041775,0.298,0.0033388,0.183,0.062994,69.706,0.869,0,9.644,4290.308,15.419,0.052466,0,0,0,0,333.107,59.729,0.16,0.041122,0.0031584,0.004329,0.00070383,5.4058e-05,4.465,2.411,370.137,370.981,0.939,0.39,0.239,0.06888,0.038612,0.029143,0.0094838,0.060016,0.104,0,0,0,0,136.162,0,0.028273,"rosemount","NTrr2",1979,1993,"No Till",200,100
"24",1869.92,"'SW164'",145.57,196.52,364.833,109.026,5.738,0,4339.54,4376.729,0.523,0.421,1.345,0.034449,0.299,0.0061032,0.149,0.062426,71.66,0.908,0,9.8,4290.136,15.419,0.052466,0,0,0,0,341.17,61.168,0.136,0.040825,0.0031892,0.0036797,0.00069874,5.4585e-05,4.465,2.411,369.964,370.823,1.154,0.542,0.286,0.074715,0.042118,0.03384,0.0096247,0.061138,0.104,0,0,0,0,136.61,0,0.052305,"rosemount","NTrr2",1979,1993,"No Till",200,100
"25",1870,"'SW164'",145.57,196.52,364.833,109.026,5.738,0,4336.868,4373.508,0.486,0.392,1.345,0.030547,0.299,0.0061032,0.138,0.06252,72.328,0.926,0,9.865,4289.858,15.419,0.052466,0,0,0,0,344.392,61.749,0.136,0.040494,0.0031633,0.0036797,0.00069307,5.4143e-05,4.465,2.411,369.892,370.758,1.246,0.593,0.317,0.078651,0.044473,0.036959,0.0097302,0.061876,0.104,0,0,0,0,136.928,0,0.052305,"rosemount","NTrr2",1979,1993,"No Till",200,100
"26",1870.08,"'SW164'",145.57,0,364.833,109.026,5.738,0,4334.717,4370.865,0.076093,0.063938,0,0.027086,0,0,0.128,0.062567,0.419,0.336,0,0.052741,4289.544,0,0,0,0,0,0,2.643,0.364,0.136,0.040165,0.0031377,0.0036797,0.00068745,5.3703e-05,4.465,2.411,369.832,370.706,1.326,0.632,0.348,0.082493,0.046778,0.04,0.009829,0.062598,0.105,0,0,0,0,0.282,0,0,"rosemount","NTrr2",1979,1993,"No Till",200,100
"27",1870.17,"'SW164'",145.57,0,364.833,109.026,5.738,0,4332.804,4368.563,0.069136,0.061409,0,0.024017,0,0,0.121,0.06266,1.595,0.349,0,0.102,4289.196,0,0,0,0,0,0,4.945,1.388,0.136,0.039839,0.0031122,0.0036797,0.00068187,5.3267e-05,4.465,2.411,369.778,370.657,1.395,0.663,0.376,0.085974,0.048866,0.042768,0.0099062,0.063254,0.105,0,0,0,0,0.533,0,0,"rosemount","NTrr2",1979,1993,"No Till",200,100
"28",1870.25,"'SW164'",145.57,0,364.833,109.026,5.738,0,4331.107,4366.491,0.066922,0.059612,0,0.021296,0,0,0.114,0.062727,4.346,0.385,0,0.145,4288.867,2.7649e-08,0,0,0,0,0,7.02,3.867,0.136,0.039516,0.0030869,0.0036797,0.00067633,5.2835e-05,4.465,2.411,369.729,370.614,1.479,0.706,0.407,0.089783,0.051152,0.045814,0.0099759,0.06398,0.105,0,0,0,0,0.755,0,0,"rosemount","NTrr2",1979,1993,"No Till",200,100
"29",1870.33,"'SW164'",145.57,0,364.833,109.026,5.738,0,4320.342,4330.205,0.078441,0.073382,0.099819,0,0,0,0.0059613,0.0033488,10.758,0.441,0,1.137,4273.683,13.969,0.0095428,0,0,0,0,43.137,8.969,0,0,0,0,0,0,4.465,2.411,369.521,369.635,2.366,1.457,0.386,0.142,0.106,0.086351,0.052232,0.058335,0.076978,0,0,0,0,2.669,0,0,"rosemount","NTrr2",1979,1993,"No Till",200,100
"30",1870.42,"'SW164'",145.57,0,364.833,109.026,5.738,0,4195.473,4232.69,0.259,0.187,0.3,0,0,0,0.0080879,0.0025623,21.39,0.514,0,4.191,4179.661,21.036,0.051419,0,0,0,0,168.891,16.251,15.535,11.42,0.739,0.693,0.249,0.016118,4.465,2.411,366.484,367.565,4.205,1.216,1.415,0.459,0.352,0.319,0.183,0.154,0.107,16.192,12,0.632,0.724,3.8,0,0,"rosemount","NTrr2",1979,1993,"No Till",200,100
"31",1870.5,"'SW164'",145.57,0,364.833,109.026,5.738,0,4173.127,4331.543,0.344,0.263,0.3,0,0,0,0.003595,0.0023423,33.323,0.6,0,5.637,4162.775,21.047,0.051419,0,0,0,0,191.686,27.584,97.22,47.688,4.196,3.191,1.056,0.092707,4.465,2.411,365.055,369.515,2.349,0.436,0.56,0.17,0.332,0.387,0.185,0.171,0.109,97.878,49.964,2.63,3.222,4.037,0,0,"rosemount","NTrr2",1979,1993,"No Till",200,100
"32",1870.58,"'SW164'",145.57,0,364.833,109.026,5.738,0,4170.263,4445.155,0.374,0.248,0.3,0,0,0,0.0031417,0.0022682,46.932,0.681,0,5.969,4160.174,21.051,0.051419,0,0,0,0,195.204,40.028,184.611,71.49,9.506,4.747,1.554,0.208,4.465,2.411,364.765,371.39,0.592,0.041207,0.028572,0.0057044,0.0090023,0.039915,0.185,0.173,0.109,185.268,78.218,4.117,4.778,4.666,0,0,"rosemount","NTrr2",1979,1993,"No Till",200,100
"33",1870.67,"'SW164'",145.57,0,364.833,109.026,5.738,0,4166.478,4494.062,0.388,0.245,0.3,0,0,0,0.0029742,0.0022285,57.986,0.761,0,6.409,4156.873,21.053,0.051619,0,0,0,0,199.684,48.171,227.806,76.734,13.782,5.222,1.633,0.299,4.465,2.411,364.367,371.633,0.467,0.129,0.039418,0.0049739,0.0027218,0.0037857,0.0023628,0.175,0.11,228.463,87.904,4.627,5.253,5.342,0,0,"rosemount","NTrr2",1979,1993,"No Till",200,100
"34",1870.75,"'SW164'",97.883,151.9,267.535,94.644,4.981,0,4221.911,4258.777,0.432,0.297,0.3,0.041958,0.23,0,0.296,0.052001,64.421,0.824,0,7.343,4159.124,21.053,0.052617,0,0,0,0,231.337,53.732,0.217,0.047181,0.003108,0.0060174,0.00081488,5.368e-05,3.311,1.997,365.181,365.859,0.783,0.305,0.139,0.022005,0.01165,0.013729,0.00050929,0.181,0.11,0,0,0,0,116.588,0,0,"rosemount","NTrr2",1979,1993,"No Till",200,100
"35",1870.83,"'SW164'",97.883,151.9,267.535,94.644,4.981,0,4203.413,4235.969,0.44,0.311,0.3,0.034601,0.231,0.0029853,0.158,0.049199,68.222,0.87,0,7.76,4161.098,21.053,0.055035,0,0,0,0,253.936,56.591,0.185,0.046261,0.0037507,0.0051148,0.00079899,6.478e-05,3.311,1.997,364.704,365.437,1.236,0.387,0.173,0.098888,0.089129,0.117,0.075437,0.185,0.111,0,0,0,0,117.011,0,0.03256,"rosemount","NTrr2",1979,1993,"No Till",200,100
"36",1870.92,"'SW164'",97.883,151.9,267.535,94.644,4.981,0,4199.16,4230.662,0.414,0.295,0.498,0.028533,0.232,0.005462,0.135,0.049177,69.598,0.909,0,7.903,4160.864,24.471,0.05548,0,0,0,0,259.093,57.772,0.157,0.045928,0.0037349,0.0043476,0.00079324,6.4507e-05,3.311,1.997,364.555,365.292,1.226,0.471,0.138,0.081863,0.086689,0.097975,0.094405,0.126,0.131,0,0,0,0,117.36,0,0.060236,"rosemount","NTrr2",1979,1993,"No Till",200,100
"37",1871,"'SW164'",97.883,151.9,267.535,94.644,4.981,0,4197.563,4228.654,0.386,0.277,0.498,0.025301,0.232,0.005462,0.125,0.049557,70.54,0.927,0,7.975,4161.117,24.471,0.055483,0,0,0,0,261.1,58.599,0.157,0.045555,0.0037046,0.0043476,0.0007868,6.3983e-05,3.311,1.997,364.483,365.221,1.317,0.514,0.172,0.08728,0.089329,0.101,0.094496,0.127,0.131,0,0,0,0,117.606,0,0.060236,"rosemount","NTrr2",1979,1993,"No Till",200,100
"38",1871.08,"'SW164'",97.883,0,267.535,94.644,4.981,0,4196.284,4227.035,0.066589,0.066343,0,0.022434,0,0,0.118,0.049899,0.854,0.305,0,0.061099,4161.275,0,8.7054e-06,0,0,0,0,1.622,0.743,0.157,0.045185,0.0036745,0.0043476,0.00078042,6.3464e-05,3.311,1.997,364.421,365.16,1.396,0.549,0.203,0.094225,0.092515,0.105,0.094593,0.128,0.131,0,0,0,0,0.218,0,0,"rosemount","NTrr2",1979,1993,"No Till",200,100
"39",1871.17,"'SW164'",97.883,0,267.535,94.644,4.981,0,4195.163,4225.609,0.064069,0.063833,0,0.019892,0,0,0.111,0.050191,2.167,0.318,0,0.118,4161.37,0,1.4798e-05,0,0,0,0,3.05,1.885,0.157,0.044819,0.0036447,0.0043476,0.00077408,6.2949e-05,3.311,1.997,364.364,365.104,1.465,0.577,0.231,0.099611,0.095634,0.108,0.094693,0.128,0.131,0,0,0,0,0.412,0,0,"rosemount","NTrr2",1979,1993,"No Till",200,100
"40",1871.25,"'SW164'",97.883,0,267.535,94.644,4.981,0,4194.157,4224.324,0.062171,0.061942,0,0.017639,0,0,0.105,0.050438,5.124,0.354,0,0.17,4161.424,1.688e-08,1.7077e-05,0,0,0,0,4.339,4.546,0.157,0.044455,0.0036151,0.0043476,0.0007678,6.2438e-05,3.311,1.997,364.311,365.052,1.558,0.624,0.264,0.102,0.101,0.112,0.094819,0.129,0.131,0,0,0,0,0.584,0,0,"rosemount","NTrr2",1979,1993,"No Till",200,100
"41",1871.33,"'SW164'",97.883,0,267.535,94.644,4.981,0,4198.757,4207.939,0.068142,0.067965,4.3861e-05,0,0,0,0.0056936,0.0026961,10.828,0.41,0,1.426,4157.337,1.204,2.3846e-05,0,0,0,0,20.724,9.159,0,0,0,0,0,0,3.311,1.997,363.714,363.818,2.84,1.691,0.425,0.122,0.113,0.128,0.095289,0.133,0.133,0,0,0,0,2.13,0,0,"rosemount","NTrr2",1979,1993,"No Till",200,100
"42",1871.42,"'SW164'",97.883,0,267.535,94.644,4.981,0,4087.122,4125.045,0.168,0.146,0.528,0,0,0,0.011881,0.0023277,20.432,0.482,0,3.46,4071.263,34.921,0.040296,0,0,0,0,133.117,16.244,16.107,12.017,0.724,0.719,0.263,0.015807,3.311,1.997,361.704,362.816,3.326,1.411,0.834,0.246,0.204,0.219,0.139,0.147,0.126,16.845,12.621,0.664,0.751,3.413,0,0,"rosemount","NTrr2",1979,1993,"No Till",200,100
"43",1871.5,"'SW164'",97.883,0,267.535,94.644,4.981,0,4054.562,4206.184,0.298,0.242,0.528,0,0,0,0.0040737,0.0020891,32.264,0.568,0,5.557,4045.928,34.925,0.040296,0,0,0,0,166.205,27.539,93.244,45.366,4.208,3.1,1.004,0.093013,3.311,1.997,359.625,363.934,2.284,0.477,0.683,0.123,0.244,0.315,0.141,0.172,0.128,93.982,47.856,2.519,3.132,3.669,0,0,"rosemount","NTrr2",1979,1993,"No Till",200,100
"44",1871.58,"'SW164'",97.883,0,267.535,94.644,4.981,0,4040.659,4348.478,0.409,0.32,0.548,0,0,0,0.0021542,0.0019068,45.714,0.649,0,6.945,4034.258,35.475,0.042342,0,0,0,0,180.897,40.865,213.435,75.587,10.167,5.265,1.638,0.222,3.311,1.997,358.281,365.511,0.783,0.151,0.084317,0.016529,0.0099394,0.039875,0.165,0.181,0.135,214.173,82.835,4.36,5.297,4.309,0,0,"rosemount","NTrr2",1979,1993,"No Till",200,100
"45",1871.67,"'SW164'",97.883,0,267.535,94.644,4.981,0,4030.94,4433.588,0.478,0.359,0.548,0,0,0,0.0019337,0.0018004,57.469,0.729,0,7.965,4025.27,35.479,0.042415,0,0,0,0,191.516,52.526,292.575,85.829,15.711,6.297,1.818,0.339,3.311,1.997,357.314,365.868,0.533,0.125,0.065031,0.0074244,0.0040445,0.0055888,0.0020756,0.188,0.136,293.313,98.594,5.189,6.329,5.11,0,0,"rosemount","NTrr2",1979,1993,"No Till",200,100
"46",1871.75,"'SW164'",132.651,179.079,332.564,105.336,5.544,0,4099.143,4138.983,0.519,0.394,0.548,0.046567,0.274,0,0.306,0.060869,64.379,0.792,0,8.717,4027.256,35.482,0.044014,0,0,0,0,220.714,58.552,0.199,0.044394,0.0029552,0.0053201,0.00075708,5.0397e-05,4.105,2.216,358.497,359.226,0.659,0.168,0.099302,0.02802,0.018155,0.015822,0.00040554,0.193,0.136,0,0,0,0,129.836,0,0,"rosemount","NTrr2",1979,1993,"No Till",200,100
"47",1871.83,"'SW164'",132.651,179.079,332.564,105.336,5.544,0,4075.984,4111.345,0.517,0.405,0.644,0.038401,0.274,0.0031472,0.169,0.05773,68.112,0.839,0,9.117,4031.685,37.69,0.045814,0,0,0,0,248.127,61.197,0.169,0.04338,0.0037076,0.004522,0.00073978,6.3227e-05,4.105,2.216,358.047,358.823,1.014,0.369,0.188,0.06593,0.051626,0.055484,0.029629,0.12,0.135,0,0,0,0,130.332,0,0.029842,"rosemount","NTrr2",1979,1993,"No Till",200,100
"48",1871.92,"'SW164'",132.651,179.079,332.564,105.336,5.544,0,4068.603,4102.335,0.49,0.388,0.77,0.031667,0.275,0.0057547,0.132,0.057014,69.481,0.878,0,9.31,4031.335,40.864,0.046467,0,0,0,0,256.961,62.237,0.144,0.043057,0.0037435,0.0038437,0.00073427,6.3839e-05,4.105,2.216,357.839,358.626,1.129,0.462,0.206,0.089913,0.073739,0.066371,0.049736,0.076619,0.104,0,0,0,0,130.741,0,0.055208,"rosemount","NTrr2",1979,1993,"No Till",200,100
"49",1872,"'SW164'",132.651,179.079,332.564,105.336,5.544,0,4066.108,4099.275,0.457,0.363,0.77,0.02808,0.275,0.0057547,0.12,0.05699,69.876,0.896,0,9.386,4030.969,40.864,0.046467,0,0,0,0,260.023,62.581,0.144,0.042708,0.0037131,0.0038437,0.00072832,6.3322e-05,4.105,2.216,357.76,358.551,1.228,0.518,0.239,0.094004,0.076219,0.069665,0.049838,0.077415,0.104,0,0,0,0,131.031,0,0.055208,"rosemount","NTrr2",1979,1993,"No Till",200,100
"50",1872.08,"'SW164'",132.651,0,332.564,105.336,5.544,0,4064.139,4096.907,0.068359,0.068086,0,0.024899,0,0,0.113,0.057095,0.737,0.344,0,0.060969,4030.591,0,6.8327e-08,0,0,0,0,2.369,0.641,0.144,0.042361,0.003683,0.0038437,0.00072241,6.2808e-05,4.105,2.216,357.695,358.49,1.315,0.561,0.271,0.097992,0.078649,0.0729,0.049943,0.078202,0.105,0,0,0,0,0.257,0,0,"rosemount","NTrr2",1979,1993,"No Till",200,100
"51",1872.17,"'SW164'",132.651,0,332.564,105.336,5.544,0,4062.406,4094.786,0.0686,0.065101,0,0.022078,0,0,0.106,0.057116,2.318,0.358,0,0.116,4030.192,0,1.114e-07,0,0,0,0,4.49,2.016,0.144,0.042017,0.0036531,0.0038437,0.00071654,6.2298e-05,4.105,2.216,357.637,358.435,1.387,0.593,0.301,0.102,0.080906,0.075913,0.050044,0.078939,0.105,0,0,0,0,0.486,0,0,"rosemount","NTrr2",1979,1993,"No Till",200,100
"52",1872.25,"'SW164'",132.651,0,332.564,105.336,5.544,0,4060.885,4092.928,0.066655,0.062946,0,0.019577,0,0,0.099974,0.057172,4.871,0.393,0,0.164,4029.825,2.8696e-08,1.4851e-07,0,0,0,0,6.353,4.238,0.144,0.041676,0.0036234,0.0038437,0.00071073,6.1792e-05,4.105,2.216,357.585,358.387,1.475,0.638,0.334,0.106,0.083306,0.079118,0.05015,0.079727,0.105,0,0,0,0,0.688,0,0,"rosemount","NTrr2",1979,1993,"No Till",200,100
